,Count Development Triangles,,,,,,,,,,,,,,,,,,,,,,% of Ultimate,,,,,,,,,,,,,,,,,,,,
,Cumulative Counts (left) | Ult + % of Ultimate (right),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,All Programs -- Closed Count,,,,,,,,,,,,,,,,,,,,,,All Programs -- Closed Count (%),,,,,,,,,,,,,,,,,,,,
,Exp Qtr,DQ1,DQ2,DQ3,DQ4,DQ5,DQ6,DQ7,DQ8,DQ9,DQ10,DQ11,DQ12,DQ13,DQ14,DQ15,DQ16,DQ17,DQ18,DQ19,DQ20,,Ult,DQ1,DQ2,DQ3,DQ4,DQ5,DQ6,DQ7,DQ8,DQ9,DQ10,DQ11,DQ12,DQ13,DQ14,DQ15,DQ16,DQ17,DQ18,DQ19,DQ20
,Q1Y1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Q2Y1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Q3Y1,144.643118085659,302.002373419056,361.422170464822,395.363411227716,419.027498476346,437.247221321629,452.009859441155,464.320627194023,474.774846334191,483.765990999152,491.573702998277,498.40648333385,504.42493178524,509.755710684639,514.500542476643,518.742256095181,522.549087425103,525.977806238519,529.076045111884,531.884068211002,,567.125,0.255046273900213,0.532514654474861,0.637288376398186,0.697136277236439,0.738862681906715,0.770989149343846,0.797019809462032,0.818727136335063,0.837160848726809,0.853014751596476,0.866781931669874,0.878830034531805,0.889442242513096,0.898841896732888,0.907208362312794,0.914687689830603,0.921400198236902,0.927445988518438,0.932909050230344,0.937860380358831
,Q4Y1,319.864994813282,536.004600381788,620.477413713614,671.47596360354,709.155785502603,739.633128482877,765.322094425016,787.42954315068,806.686357491384,823.597270957055,838.53981644951,851.80989789215,863.645957358593,874.243720608642,883.765930757975,892.349154162759,900.108887321652,907.143449237991,913.53701384597,919.362011258546,,994.9375,0.32149255085197,0.538731930781369,0.623634563692306,0.674892607428647,0.712764154032392,0.743396573636913,0.769216251699244,0.791436188856768,0.810790986862375,0.827787947440975,0.842806524479688,0.85614412753781,0.868040411944059,0.87869209936166,0.888262760985464,0.89688965805667,0.904688874750074,0.911759230341596,0.918185327064232,0.92403996357414
,Q1Y2,292.602854818255,488.5129374274,556.747243186237,599.296407974702,633.49457901733,663.450054590915,690.347000990522,714.648255717231,736.631176909478,756.521787591105,774.525847387318,790.833994276101,805.621282204855,819.046763273778,831.253644960851,842.369908479022,852.509445373832,861.773350992612,870.251245360013,878.022544299626,,982.6875,0.297757786496985,0.49711931557835,0.566555739425033,0.609854514252702,0.644655171676988,0.675138387931987,0.702509191366047,0.727238573521318,0.749608778894081,0.769849812469483,0.788171058843547,0.804766514559411,0.819814317577923,0.833476322100136,0.845898258562209,0.857210362886495,0.86752853310318,0.876955645607187,0.885582899304217,0.893491109126376
,Q2Y2,369.301309881184,618.185213579084,707.619604379709,764.66694909212,811.102792695953,852.073185671676,889.039276485368,922.561231707175,952.975947812124,980.564703297068,1005.58987544574,1028.29913391216,1048.92304360503,1067.67331170385,1084.74211827136,1100.30233373028,1114.50861919606,1127.49886791255,1139.39577678268,1150.3084171217,,1297.94166666667,0.284528434031718,0.476281199267366,0.545185983740699,0.589138147522388,0.624914673383591,0.656480339258963,0.6849608879331,0.71078790010376,0.734220937878916,0.755476712459138,0.774757372593073,0.792253735526499,0.808143440143069,0.822589596376713,0.835740269481568,0.847728647587103,0.858673889450139,0.868682235009958,0.877848216175105,0.886255867011254
,Q3Y2,518.658580827354,910.739566155978,1060.93798750033,1154.69378360215,1227.45009887651,1289.04784091744,1342.97321166237,1390.83006447629,1433.57389069569,1471.89310462632,1506.33899838987,1537.37541822158,1565.40076553957,1590.76062563999,1613.75610154889,1634.64998199633,1653.67203316834,1671.0234759068,1686.88082367316,1701.39918690383,,1895.725,0.273593786454973,0.480417553261142,0.559647621622506,0.609104054439411,0.647483205041083,0.679976178463351,0.708421955538051,0.733666573198269,0.756214055675632,0.776427543354824,0.794597844302242,0.810969638645679,0.825753084197109,0.839130478123139,0.851260653074095,0.862282230806858,0.872316413598143,0.881469345979403,0.889834139272922,0.897492614648133
,Q4Y2,651.478535488272,1102.44527148717,1276.39811108398,1383.89408323492,1466.44553781483,1535.93321538829,1596.63471139472,1650.49727926017,1698.64480200599,1741.86136210829,1780.76182250955,1815.85824724679,1847.58893349539,1876.33417278563,1902.42596620615,1926.15485095302,1947.77559051558,1967.51192867081,1985.56065484704,2002.09511371626,,2224.26666666667,0.2928958767631,0.495644379340235,0.573851206877466,0.622179931918348,0.65929394159041,0.690534655042093,0.717825220924371,0.742041097857048,0.763687568339823,0.783117145175171,0.800606262367918,0.816385136935077,0.830650821317312,0.843574289407277,0.855304804372744,0.865972987780103,0.875693377824412,0.884566566660537,0.892681028135283,0.900114695652317
,Q1Y3,674.265982274642,1150.63578978295,1325.80407253876,1429.01037477286,1506.05548635149,1570.19711335694,1626.13410042964,1675.88939361232,1720.54080600413,1760.79086772856,1797.17029087793,1830.11582001729,1860.00209998761,1887.15701464786,1911.86987757003,1934.39657979153,1954.96374034206,1973.77216435845,1990.99985805728,2006.80470240695,,2221.06666666667,0.303577552350811,0.518055494259344,0.596922232203188,0.643389231047933,0.678077569194154,0.706956318296138,0.732141058543782,0.754542589271968,0.774646178714792,0.792768129905402,0.809147387536587,0.823980588914017,0.837436411928628,0.8496624810817,0.860789055215227,0.870931345205697,0.880191382672916,0.888659576941312,0.896416072483467,0.903531952698532
