,Loss Development Triangles,,,,,,,,,,,,,,,,,,,,,,% of Ultimate,,,,,,,,,,,,,,,,,,,,
,Cumulative Dollar Amounts (left) | Ult + % of Ultimate (right),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,All Programs -- Gross Paid ($),,,,,,,,,,,,,,,,,,,,,,All Programs -- Gross Paid (%),,,,,,,,,,,,,,,,,,,,
,Exp Qtr,DQ1,DQ2,DQ3,DQ4,DQ5,DQ6,DQ7,DQ8,DQ9,DQ10,DQ11,DQ12,DQ13,DQ14,DQ15,DQ16,DQ17,DQ18,DQ19,DQ20,,Ult,DQ1,DQ2,DQ3,DQ4,DQ5,DQ6,DQ7,DQ8,DQ9,DQ10,DQ11,DQ12,DQ13,DQ14,DQ15,DQ16,DQ17,DQ18,DQ19,DQ20
,Q2Y4,6880479.00950156,9481723.26170115,10801035.1859856,11732793.9021278,12459786.8835554,13056009.7668615,13558941.7419132,13990676.8437819,14365742.8144802,14694455.6388415,14984547.8404102,15242033.2747504,15471710.0345271,15677478.3823033,15862553.1639121,16029613.069256,16180909.6786485,16318349.5268752,16443557.2755614,16557925.2022591,,18137577,0.379349403148037,0.522766809574462,0.595505959036621,0.646877689458068,0.686959833915818,0.719832079382018,0.74756080935801,0.771364159820348,0.792043105563672,0.810166409705196,0.826160398404383,0.840356640512146,0.853019674818034,0.864364539006688,0.874568480889816,0.883779187774419,0.892120798640773,0.899698428675189,0.906601652225179,0.912907231338511
,Q3Y4,7550061.54737853,10546131.6967582,12052175.5031843,13128496.6732358,13975510.816773,14674227.0696198,15265933.6511496,15775230.7577038,16218489.5744238,16607465.7180504,16951053.6696458,17256222.4939957,17528563.9475944,17772642.9533247,17992234.3825264,18190491.2411056,18370068.7260032,18533218.3452851,18681860.8540755,18817643.6986456,,20692700.65,0.364865933890487,0.509654678484814,0.582436082512232,0.634450615958423,0.675383607638134,0.709149922855516,0.737744865175419,0.762357269093523,0.783778292101461,0.802576038717809,0.819180345589439,0.833928001273033,0.847089234222037,0.85888464990309,0.869496673578293,0.879077678104119,0.887755979111561,0.895640383474311,0.902823714026689,0.909385585619321
,Q4Y4,10146833.9408228,13774367.9871804,15614206.8517816,16944683.8760629,17999417.4962262,18873365.0049325,19615487.2595906,20255345.599512,20812852.4011081,21302445.2387497,21735127.1299748,22119564.0001595,22462734.6330795,22770351.0517257,23047145.4216836,23297075.6016101,23523477.8146513,23729183.1045025,23916607.9524557,24087825.8702549,,26452314.03,0.383589652282032,0.520724499624444,0.590277539956363,0.640574728428131,0.680447747437626,0.713486350703681,0.741541448409555,0.765730573761528,0.786806491768693,0.805314998702582,0.821672051274026,0.836205255051537,0.849178435111732,0.860807528063574,0.871271428108161,0.880719757643454,0.889278638835639,0.897055096109582,0.904140481824444,0.910613182761119
,Q1Y5,12366150.3596433,16841916.1678881,19108018.9421854,20741152.6928612,22032625.7782413,23100793.3201915,24006607.3380567,24786791.6441511,25466017.1882091,26062122.3236887,26588666.8185471,27056306.2905256,27473605.6220672,27847563.9800428,28183972.2845326,28487668.6375631,28762727.5423386,29012603.8848628,29240244.7245075,29448177.4464333,,32318108.686,0.38263842973584,0.521129386979996,0.591248056247266,0.641781141785878,0.681742424728762,0.714794097161961,0.742822161138911,0.766962939724521,0.787979811431255,0.806424737812045,0.822717290695452,0.837187180518587,0.850099425340711,0.861670596216114,0.872079878137847,0.88147697361708,0.889987957581145,0.897719732511168,0.904763487511079,0.9111974259555
,Q2Y5,13843245.168883,19120791.8127991,21806914.0118241,23727131.3370343,25237835.0120519,26483496.6146141,27537920.7792823,28445141.339847,29234473.6273002,29926961.8472946,30538518.3309987,31081601.1904858,31566198.9761039,32000460.4878175,32391120.2462545,32743800.5246656,33063233.9376092,33353432.1522927,33617816.5017971,33859320.7642455,,37194215.0732,0.37218812499844,0.514079723827171,0.586298540482896,0.637925314201097,0.678541944288449,0.712032679342563,0.740381823492882,0.764773266054025,0.785995176125248,0.804613346145278,0.821055593481337,0.835656865706556,0.848685714000956,0.860361226197114,0.870864465952761,0.880346593152302,0.888934848404226,0.896737088997618,0.903845300556433,0.910338360350091
,Q3Y5,13170914.5500707,18933611.2169248,21899700.9532774,24004387.3999045,25654758.0028218,27013936.885018,28164164.1866821,29153970.2032838,30015422.9520186,30771444.0431961,31439330.3482027,32032615.0625991,32562149.6616291,33036790.9011348,33463862.7195917,33849483.2629804,34198805.6225619,34516200.2779744,34805396.4031287,35069593.1403811,,38720094.23784,0.34015708921491,0.48898670288931,0.565590073690355,0.619946512848249,0.662569616830895,0.697672291784302,0.727378503101837,0.752941612801977,0.775189821792465,0.794715112369848,0.811964200166589,0.827286598680191,0.840962562271017,0.853220828911334,0.864250549444388,0.874209733454116,0.883231466651248,0.891428622718659,0.89889751273163,0.905720758967282
,Q4Y5,14597917.0819871,21280908.7466967,24706698.9000555,27160679.4937276,29098168.1044986,30701174.6583007,32061895.2955201,33235222.0659944,34257798.3566281,35156064.0665812,35950126.7245207,36655814.2039195,37285875.6563287,37850751.799546,38359097.947749,38818157.8042107,39234040.8919441,39611934.2383806,39956267.2271864,40270841.9748588,,44615858.997908,0.32719121428709,0.476980814102325,0.553764949391963,0.60876737787344,0.652193384999334,0.688122460216226,0.718621046767774,0.744919470620364,0.767839040333941,0.787972368036883,0.805770134924588,0.821587099906298,0.835709016788784,0.848369899172417,0.859763743415713,0.870052906658837,0.879374325030563,0.887844258254401,0.895561984563827,0.902612722905257
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Refund Protection -- Gross Paid ($),,,,,,,,,,,,,,,,,,,,,,Refund Protection -- Gross Paid (%),,,,,,,,,,,,,,,,,,,,
,Exp Qtr,DQ1,DQ2,DQ3,DQ4,DQ5,DQ6,DQ7,DQ8,DQ9,DQ10,DQ11,DQ12,DQ13,DQ14,DQ15,DQ16,DQ17,DQ18,DQ19,DQ20,,Ult,DQ1,DQ2,DQ3,DQ4,DQ5,DQ6,DQ7,DQ8,DQ9,DQ10,DQ11,DQ12,DQ13,DQ14,DQ15,DQ16,DQ17,DQ18,DQ19,DQ20
,Q1Y1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Q2Y1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Q3Y1,132348.699607556,261623.677315773,296997.241814481,309472.441687417,314345.15477015,316371.356795355,317252.048189477,317648.010724272,317830.932900679,317917.360585162,317958.985322557,317979.367672545,317989.495008596,317994.592785502,317997.189021747,317998.525353341,317999.219887691,317999.58409089,317999.776653521,317999.879248018,,318000,0.416190879269044,0.822715966401802,0.933953590611574,0.973183778891248,0.988506776006761,0.994878480488536,0.997647950281374,0.998893115485132,0.999468342454966,0.999740127626296,0.999871023026908,0.999935118467124,0.999966965435835,0.999982996180825,0.999991160445746,0.999995362746354,0.999997546816639,0.999998692109718,0.999999297652582,0.999999620276786
,Q4Y1,257372.625287243,407049.185362604,450478.890144335,466116.877091791,472300.416312059,474893.72542088,476028.205725902,476540.901747962,476778.758991136,476891.547913204,476946.03796921,476972.79314195,476986.119309117,476992.841958327,476996.272516162,476998.041488613,476998.962411542,476999.446072774,476999.702161163,476999.838783137,,477000,0.539565252174513,0.853352589858709,0.944400188981834,0.977184228703964,0.99014762329572,0.995584330022809,0.997962695442143,0.99903752986994,0.999536182371353,0.9997726371346,0.999886872052852,0.99994296256174,0.999970900019112,0.999984993623326,0.999992185568473,0.999995894106107,0.999997824762142,0.999998838726989,0.999999375599922,0.999999662019155
